14826;242073;161907;6630;4.6933800
13159;202079;142410;5989;4.0522130
5483;76103;53919;2538;1.5931620
1867;21618;16592;861;0.4678250
3386;44383;31610;1562;1.1479000
6682;89142;67389;3122;2.0252560
15593;230117;172529;7059;4.4362860
15615;229452;173518;7070;4.8603380
5238;74373;50924;2403;1.4772110
1061;11608;8953;492;0.2923730
2779;36318;25472;1315;0.6919770
8520;117368;88201;3849;2.4915670
11355;161315;121540;5160;3.4734370
5704;75837;56564;2584;1.8328730
9410;133659;98104;4259;2.7453080
8031;108294;83265;3640;2.6755340
14999;219492;165214;6744;4.0431150
2842;35976;26048;1319;0.9848530
1285;14431;11044;599;0.3902320
13047;184153;142816;5951;3.5668160
334;3355;2339;165;0.0644620
9071;125213;94973;4075;2.5977040
11089;157712;118418;5030;3.4695830
6988;94077;70720;3217;2.9195330
18880;282791;213525;8368;6.6371270
1247;14585;10690;598;0.5476340
12982;184607;141523;5810;3.5913030
4483;60734;43081;2121;1.7534830
10576;148589;112132;4745;2.8976920
5850;81430;58151;2723;2.9036290
10662;149311;113511;4784;2.8810750
1752;21754;15195;821;0.8287870
13739;197494;151177;6199;4.1819160
17107;242788;193591;7737;5.7369140
5614;72530;55875;2642;1.6740170
19212;285643;219049;8436;5.3618240
10029;150268;105206;4601;2.8992880
6949;92625;70879;3164;1.9016900
18922;279550;215634;8530;5.5957600
14276;208529;157140;6438;4.3424590
11465;165808;122472;5137;3.6155400
12186;176185;131376;5551;3.4695090
8095;112811;83190;3665;2.5480680
7086;95824;72202;3254;1.8697750
19527;287520;222941;8708;6.0276240
13276;189426;144970;6002;3.6727210
10512;149580;111476;4710;2.9832260
19538;281495;224124;8639;5.6443920
7816;112425;80074;3566;2.2084810
6538;94708;65000;3002;1.9512630
7877;108689;80463;3610;2.0233970
18903;277479;215022;8413;5.1208850
19684;301807;223898;8728;5.8101700
7298;95845;75055;3370;2.0994100
4747;62758;45855;2120;1.5403590
16498;234223;186197;7380;4.9928060
14337;214021;157550;6511;4.1232920
19146;284857;217022;8506;5.2790470
8649;121120;89677;3961;2.3452020
15993;234691;178017;7279;10.4014020
2366;28470;21625;1080;1.0098580
4491;56330;44103;2078;1.2208980
6586;88794;66937;3020;3.1053390
17658;259061;198932;7920;6.2168000
10410;143610;110510;4676;4.0990040
5012;64698;49316;2298;1.3065170
4672;61249;45270;2182;1.1923810
19471;288076;222636;8712;5.8103700
3348;41176;31676;1551;1.4475010
7917;113113;80577;3584;4.0061310
19639;288809;225156;8731;7.4160540
13182;185763;144346;5967;6.5680750
17881;273450;201104;8044;9.0553660
14389;203222;159394;6498;4.1230750
14164;211788;155062;6420;4.1396700
10763;155750;114566;4819;4.0451340
13517;195059;148048;6104;5.5313050
18326;260570;209930;8242;7.4489100
13911;202292;152558;6319;9.5052400
10548;159555;111056;4771;4.0889110
2688;35652;24308;1252;1.8727940
4007;53928;37983;1869;1.3779270
18335;268380;207995;8200;6.8721840
19790;285653;227723;8837;7.4668160
8684;120032;90062;3884;4.0841040
7675;110440;78207;3481;3.0832190
19091;272380;218772;8513;7.8117510
12948;193151;140005;5846;3.7166390
19274;284582;220253;8548;5.4748830
16686;246306;186604;7525;8.6094150
5648;75801;55871;2644;2.7408580
11217;160102;119543;5051;3.0400920
16056;240887;178078;7220;4.6465530
7540;107675;76549;3425;2.3398700
11511;162479;123594;5104;3.3093890
15176;229369;167786;6835;4.8830180
11210;155264;120318;4984;3.0667650
11525;162801;124560;5205;3.2976370
17236;258649;194026;7673;5.0162990
13779;204499;150569;6226;3.9082260
1070;11931;8875;511;0.3304300
4084;51956;38973;1922;1.0986360
11796;162896;127043;5313;3.3658930
16082;233324;179482;7249;4.8070930
10689;148737;113797;4785;2.8817760
8698;120793;90552;3910;4.1538410
8998;122849;93816;4101;2.3833110
9771;143605;101406;4354;2.6028980
4669;61318;45404;2157;1.4297650
10643;145819;113817;4860;2.8084380
17014;248273;191125;7643;5.7430470
3498;43154;33362;1574;1.2205470
2574;32792;23550;1176;0.6606570
10042;137811;106478;4495;2.6770150
7683;108468;78070;3504;3.0718460
10170;138222;108437;4645;3.1594680
6476;93934;64534;2987;1.7598050
7728;115618;77887;3513;2.1863060
6826;96750;68943;3082;2.1344070
18736;288390;211730;8379;6.0997270
3623;45839;34362;1670;0.9437510
17628;259129;198677;7932;5.1177240
703;7935;5506;327;0.1612650
1543;17573;13544;720;0.3786960
18783;276217;212415;8399;7.0184780
1043;11223;8793;498;0.2470870
177;1563;1180;90;0.0327490
17329;264870;194284;7741;6.4328500
11394;165761;121442;5182;3.5219060
19987;300560;227779;8873;5.8965990
16054;238691;178696;7186;4.7484920
5260;69590;51342;2454;1.4365700
13695;196434;150400;6205;3.9537370
19748;295613;225397;8772;5.9363900
9097;125857;95075;4174;2.5975890
15489;229471;171607;6989;4.7502920
5231;70483;51480;2391;1.5003900
16781;244683;188525;7558;4.7424620
11051;149844;119060;5051;3.1269280
7465;102156;76163;3407;2.0585910
16460;245083;184033;7451;4.9488560
1349;15983;11569;629;0.3212670
11205;154159;120479;5057;3.4966350
9173;125032;95884;4086;2.4752610
10813;158303;114604;4844;3.0949290
12218;171981;132235;5525;3.5026590
15584;233688;172012;7012;4.4775620
1398;16738;12098;643;0.4637870
7048;95926;71456;3238;1.9515090
16045;231285;179699;7229;4.9871470
14573;214531;161392;6572;4.4705870
2146;26553;19382;1027;0.8617640
3235;38564;30576;1507;1.0961820
11981;166532;129928;5386;5.9080070
19677;311469;222916;8695;5.9438760
15234;220724;168967;6867;6.7911780
17079;263118;189415;7700;5.6625910
5353;70445;52586;2493;2.3485040
13487;190918;148123;6140;5.1315070
9096;127250;94775;4144;2.7294620
17436;250511;197485;7790;5.5389180
13324;192319;145561;5998;3.7998830
17405;255548;196254;7848;4.9575590
12932;189181;140366;5919;3.9502060
1835;23100;16153;877;0.4485890
4848;63071;47260;2270;1.4693330
9841;136270;104471;4378;3.8874000
4216;56231;40280;1965;1.1946900
755;7915;6263;344;0.1699610
9101;125660;95410;4166;2.6578740
15715;223643;176306;7101;4.4993790
14288;207493;158319;6490;5.0296630
19479;291373;221905;8678;5.4372490
737;7593;6027;350;0.1688170
19982;287279;230043;8788;5.8426960
1351;15521;11826;636;0.3254150
12856;195520;138798;5788;4.0431080
10061;144496;105909;4553;2.7838410
9138;129311;95720;4181;3.6457490
18821;277812;213633;8419;5.2163030
10200;142459;107806;4614;5.9401110
83;571;485;42;0.0154880
13601;197756;149114;6116;3.6548750
8532;118130;88734;3854;2.5366640
17897;268910;201664;8010;5.2303660
735;7829;5870;356;0.1649060
16319;234199;183079;7296;4.8185910
6014;88421;59132;2788;1.6524160
12944;193888;139649;5802;6.8001440
2414;30314;21811;1141;0.7245340
14259;203149;157398;6497;4.5503820
7795;110149;79920;3532;2.1812040
10642;158184;112334;4729;3.5196150
10925;154144;116368;4946;3.3496610
4229;54919;40678;1981;1.3865910
9586;138994;99525;4384;2.6146720
697;6943;5633;330;0.1520560
19482;289658;221319;8643;5.4524030
4261;55381;41071;1986;1.4147190
10427;146650;110320;4699;2.7275080
15682;219476;175470;7106;4.5114360
17381;254179;196130;7917;4.7684310
1198;14105;10007;587;0.4194400
15592;230009;172887;7026;4.6065610
18325;273265;206730;8152;5.7730860
7517;102555;76753;3439;2.3859670
7365;99881;75091;3353;2.1702720
8784;119205;91673;4009;2.3176790
18001;275152;203572;8150;8.3078660
11196;154759;120027;5035;3.9135710
15089;216582;167591;6835;4.4963340
3588;49171;33674;1675;1.6557130
16646;247505;185748;7500;5.1722560
18384;262216;209825;8237;5.9981980
18280;264144;207649;8199;5.1615400
16597;245064;185834;7485;4.9220560
6773;94754;67869;3006;1.8866430
6157;80969;61667;2805;1.7522700
5393;71654;53207;2514;1.6435790
15641;223479;175493;7041;4.3405900
5423;76306;52925;2471;2.4650250
3402;43281;32095;1604;1.3320900
3539;46148;33165;1649;1.1972040
8729;123761;89815;3977;2.3907530
17691;265946;199049;7959;5.2298430
6842;91277;69448;3153;2.1045110
5237;69918;51228;2458;1.4561490
248;2162;1708;112;0.0806880
14434;201992;160814;6478;6.9917160
15936;224356;179176;7227;4.5929950
17879;260487;203211;8033;5.7346350
13735;194413;151026;6233;4.3383010
16261;254047;180354;7265;4.8189710
5594;72956;55540;2553;2.5228980
1766;20126;15641;794;0.7619600
26;123;126;10;0.0053460
6928;92504;70178;3152;2.0137330
5589;74849;55330;2553;2.1166280
15331;229825;169211;6956;6.4963130
10717;158425;112613;4845;3.6401760
14614;218161;160901;6561;5.0485770
7276;106033;73208;3361;3.1835640
14325;208690;157338;6496;8.1129090
8033;109728;82653;3670;2.3395100
1453;16976;12652;670;0.5464410
11963;176554;128025;5341;3.7041400
12299;175692;133233;5585;3.8812710
6223;91703;61557;2888;1.7115800
19872;301244;226085;8812;10.1150310
12962;181689;141479;5888;3.9587640
9436;132494;98569;4271;4.1186230
10139;149152;106071;4580;3.2929380
3081;38135;28830;1477;1.1621080
15361;228674;170163;6901;9.1958570
13530;195681;147623;6048;4.0113720
4026;53109;38452;1880;1.4210510
14100;206139;154570;6350;5.2740180
15443;230105;171522;7018;4.4399570
256;2300;1727;115;0.0488250
17192;253209;193438;7664;4.7845810
10709;155702;113618;4752;3.1892390
959;11034;7774;470;0.2135580
15808;229293;176647;7110;4.5702670
4569;65183;43555;2111;1.2301850
15946;238634;177987;7260;4.8406940
15775;234271;176057;7117;4.6609850
7025;94114;71201;3204;2.3286020
9318;136637;96476;4198;4.7906070
7654;110804;77710;3527;2.3472420
16343;235645;184022;7311;4.5837410
11877;177954;126541;5315;3.6515300
10305;152136;108192;4621;3.7018890
8794;120526;91758;3970;2.2988820
15533;219590;173619;7008;4.3675840
7578;103393;77526;3494;3.3580980
16197;235248;180614;7377;4.7158590
19149;306007;216110;8485;5.6754370
6122;86202;60553;2812;2.0386280
13586;203634;148247;6116;3.7773720
2082;26455;18597;945;0.8571250
5224;73286;50882;2478;1.3925750
10106;151504;105682;4542;2.9256850
8210;113516;84920;3714;2.4433520
9699;142291;100729;4355;2.7449900
16871;255140;188851;7594;5.5912420
2784;35353;25713;1284;1.2815010
9767;130801;103840;4358;2.6214860
9778;137622;103498;4423;2.6553010
19236;292175;217671;8540;5.5856550
3418;44169;32225;1561;0.8497390
9633;132541;101378;4391;2.5471570
1936;24528;17109;913;0.7532740
13012;181650;142567;5921;3.5302150
19625;287398;224528;8565;5.4733640
17976;256748;205149;8065;5.2285040
13837;198408;152048;6292;4.1655400
9005;127508;93595;4073;2.5019420
7715;107679;78724;3551;2.3547820
11497;159295;123666;5111;3.4317580
17855;269212;201344;8019;5.1416230
12204;172433;132024;5501;4.0336180
7984;116047;81748;3656;2.5461930
15436;237130;169526;7046;5.5002120
18517;282657;209277;8242;5.1701900
7262;98021;74174;3328;2.1178500
12897;184835;140027;5795;3.5523020
6569;86963;66320;3016;1.9104400
2619;30951;24115;1232;0.6593490
18152;259774;206704;8130;5.0020260
5232;72104;50928;2436;1.7035410
11892;182549;126990;5412;3.6124720
19928;285802;228708;8809;5.9231560
16262;232098;182876;7311;5.1487890
16681;244654;186504;7452;4.5347310
5184;69106;50978;2382;1.8028080
13448;195136;147183;6128;3.8971380
7705;109591;78936;3519;4.5193110
11527;164465;123378;5226;3.3053500
11098;163783;116867;5009;3.1598610
10024;135822;106477;4573;3.3346100
16009;231694;178808;7269;4.4027800
7748;111856;78769;3510;2.2256500
543;5351;4178;259;0.1140610
9888;142643;104044;4482;3.3479150
3708;46497;35290;1733;1.1839360
8527;117591;88168;3860;2.5580440
17012;256440;190711;7694;5.1125010
595;6224;4589;296;0.1280580
10021;153473;104536;4545;3.0703910
14712;209722;163214;6599;3.9619350
14044;199523;154907;6420;4.2215090
9716;134309;102155;4415;2.7812990
11470;155626;124449;5124;3.1728320
9529;137221;100030;4302;2.7406340
1248;14934;10616;606;0.4267550
12753;176897;139605;5762;3.7252890
1932;24071;17135;878;0.7398760
10701;149438;113814;4820;3.0556300
5686;74309;56227;2625;1.8387030
12240;184554;131629;5541;4.0710320
589;6497;4554;255;0.2162560
14414;206799;160078;6529;4.3151500
244;2418;1595;112;0.0878230
4726;62312;46068;2183;1.2847320
5286;73064;51697;2450;1.7242390
6388;85996;64309;2952;1.6434360
5521;72058;54672;2573;1.4680050
7200;97579;73435;3269;2.0915150
12114;187911;129505;5556;3.9629280
18088;270568;204005;8054;5.2009270
19592;288368;223669;8731;5.7978780
10776;151880;115143;4840;3.1738790
3165;40467;29342;1486;1.0676910
6294;82481;63050;2889;1.6351900
12547;181710;135324;5680;3.9048210
17690;268539;197556;7943;4.8348730
6698;88522;68100;3114;2.4495290
17651;251650;200342;7871;5.1596290
6422;98650;63335;2913;2.1692460
15189;237969;166453;6844;4.3147500
13556;193170;148583;6125;3.9644140
1889;22536;16807;880;0.4727840
8595;118397;89410;3876;3.5837740
11283;166242;120232;5051;3.5106350
11528;160621;124354;5170;3.1553030
616;6785;4745;319;0.1608200
4161;54063;39987;1922;1.1201290
18300;268033;207022;8146;5.3262550
18118;268200;204987;8188;5.5388820
1403;15589;12170;652;0.4399110
18980;288800;214978;8459;5.3531940
16030;231674;178858;7219;4.9018560
5842;78298;58139;2715;1.7956080
13462;189695;148064;6048;3.8043570
7605;101645;78226;3455;2.0321720
6453;93622;64099;2949;2.0465130
18363;267249;208401;8178;5.2678080
16698;242351;188015;7532;4.9237220
16476;233179;185313;7328;4.8780810
8888;121522;93014;4007;2.4050030
9856;135424;104564;4420;2.7230440
2902;37549;26622;1378;1.1236640
7600;103602;77695;3445;3.0219330
2899;35915;26790;1362;1.1156390
18527;278395;210245;8292;5.4195630
3786;50550;35591;1777;1.0750970
3193;40630;29823;1494;1.3430670
8614;123283;88913;3924;3.1331380
2334;27834;21265;1061;0.5951820
7920;109361;81469;3569;2.2579440
4449;58354;42671;2048;1.2167290
8346;117573;85957;3780;2.7702840
16912;247122;190556;7625;4.8722470
6516;88086;65479;2988;2.2955240
15069;214906;166832;6820;4.4174740
1030;11190;8499;483;0.2289210
2914;34939;27337;1371;1.0337840
9776;132634;103908;4422;2.8162400
10025;137852;105823;4525;2.9696060
10117;145213;106747;4585;5.4795220
1443;16611;12398;691;0.3826880
9677;140154;100667;4404;3.9361040
5411;74888;53396;2507;1.5881450
19510;281177;223550;8634;5.5456200
14982;217835;165784;6738;4.4817640
4494;55775;43806;2126;1.3770340
5188;71148;50690;2474;1.4533980
8401;121808;86040;3781;2.3065130
13992;208293;153607;6340;4.2034610
1446;17378;12557;660;0.5891510
3785;50025;35989;1792;0.9932950
11510;169663;123053;5186;3.5177500
4168;54634;40008;1915;1.3758960
7187;101813;72468;3271;2.4519520
9111;134430;93435;4118;2.9956550
19202;293914;218158;8616;6.2769700
14186;204546;156771;6426;4.0546680
4604;63264;44323;2114;1.6734830
6878;94794;69151;3243;2.0030870
18257;287693;204495;8150;5.0971060
2693;32825;24775;1243;0.7656860
15948;226099;179101;7235;4.6224220
4761;64311;46214;2157;1.4970630
1034;11693;8555;493;0.3258210
15644;225984;174349;7071;4.4452160
17565;264979;196192;7913;5.2130200
17571;265514;198035;7872;4.8771600
17088;251355;192128;7674;5.1873240
6496;90595;64610;2966;2.0543740
4173;53883;39979;1921;1.0412330
14246;200748;157633;6497;3.9461870
15870;224037;178215;7165;5.2150660
17217;247528;194935;7697;5.0274620
1968;22256;17741;930;0.5825150
14931;228688;164061;6706;4.5936530
3041;37939;28426;1419;1.0358500
530;5657;4229;241;0.2018590
15838;245394;175995;7200;4.5829580
744;8242;6056;338;0.1586840
12907;193590;139897;5824;3.5336430
3550;46485;33534;1640;1.4378960
8494;116379;87794;3962;2.3715530
17578;256832;199212;7917;4.9307780
14934;212569;166430;6750;5.0756190
15828;227895;176976;7132;8.1378100
10585;151902;111955;4814;3.1354470
1739;22635;15167;806;0.4347770
10090;144197;106700;4524;2.9272370
1719;20096;15273;785;0.3997980
19071;281660;216572;8433;5.4837990
30;168;135;16;0.0054160
9534;138546;99289;4286;3.2900330
16706;245687;187061;7528;4.4855960
972;10884;8018;462;0.4195230
7839;111302;79762;3608;2.1349310
8830;120378;91647;4020;2.9731870
3891;49115;37403;1818;1.2639580
639;6639;5171;303;0.1475680
3939;52757;37429;1796;1.3815940
871;9820;7028;402;0.2623930
2389;31124;21663;1122;0.7151360
16046;240093;178692;7278;5.3449540
17671;272197;196972;7903;5.3597500
3095;40657;28686;1412;0.8584980
2699;34214;24771;1248;0.6898330
19529;286363;223427;8666;5.5877110
1720;20043;15347;793;0.4414130
4708;69804;44767;2176;1.4909250
16093;235353;179532;7199;7.4632790
7891;112707;81249;3576;4.0494020
14286;199074;158888;6506;6.9988520
17823;265339;199836;8018;5.4116680
14505;219219;159794;6502;7.1432260
12613;184514;136921;5644;16.9159220
13759;202884;150800;6254;6.9981390
2868;36387;26531;1326;1.2712990
14964;228679;164812;6774;6.5246980
16888;242845;189994;7545;5.6809400
10756;152596;114195;4921;2.9912330
18587;274601;210487;8254;11.4785410
1085;11821;9131;502;0.2599090
17425;276993;194269;7789;9.3492110
12463;181785;133973;5626;3.5388190
6194;85078;61663;2832;1.6189990
9790;140331;102737;4432;3.3421070
9803;136250;103160;4441;2.5943180
11689;176362;124200;5197;3.2179600
16689;246699;186758;7514;5.2420690
16889;248225;189155;7670;6.8307780
1472;17700;12762;693;0.4922410
5525;83902;53274;2581;2.0005470
18270;296921;203780;8119;5.5509330
9149;127262;95215;4108;2.8003530
2648;33180;24378;1191;0.6716690
2853;36014;26379;1324;0.8847300
1048;11454;8634;486;0.2577660
17549;257764;198318;7972;4.8124220
18832;269820;215506;8446;5.3173620
346;2966;2554;159;0.0688720
1463;17036;12534;702;0.5332310
15924;235092;178358;7198;4.5084210
4853;63865;47659;2252;1.3005780
7332;110116;73934;3329;2.2505040
8123;113315;83516;3636;2.6233700
11213;158660;120069;5115;3.1199770
12005;180844;128555;5431;4.2121170
19903;296347;228032;8792;5.7207780
6287;90490;62133;2887;2.0925810
11761;165947;127166;5263;6.1245550
2013;23944;18186;963;0.7116330
14622;214578;160653;6657;4.1926910
2912;37250;27025;1350;0.7094290
18497;270176;210284;8161;5.1089760
3795;48171;35921;1773;1.2756460
10346;146846;109357;4658;2.8308870
14297;209861;156449;6426;4.1861620
11165;169441;118161;5023;3.2993710
18278;274556;206994;8115;5.3734200
19348;282086;221443;8663;5.6018280
14781;214122;163656;6663;5.3787080
1554;18060;13548;721;0.5127430
3574;46686;33726;1643;0.8990340
11859;168099;127569;5333;3.5410200
5538;73860;54694;2461;2.4347880
18361;283482;206043;8137;5.3339360
10983;156122;117251;4957;2.9767590
2129;26888;19048;987;0.5832100
15137;215216;168983;6904;4.5220130
8670;120195;89826;3886;2.3262390
2538;33299;23101;1185;1.0337650
14048;198429;155193;6309;4.2555920
18196;261880;206944;8074;5.3796060
11475;164687;122819;5155;3.4719950
18612;269698;212225;8266;5.2425100
11113;163377;118329;4974;3.1699090
9815;138113;103484;4440;2.6881180
9905;145400;103383;4500;2.7992390
9446;132611;98946;4254;2.6231990
10994;157442;116742;4963;3.0748220
11112;154526;119389;5021;3.1263390
13775;196936;151137;6210;5.4082510
12451;172222;135482;5565;5.7639750
18131;273892;203963;7990;8.6529940
17910;273261;200564;7949;6.7850330
1680;19901;14752;780;0.6266580
1743;21418;15146;807;0.6036220
6345;88963;63203;2978;1.6802840
19469;281422;222982;8653;5.4974880
9185;122965;96725;4080;3.5468630
5901;79425;58455;2696;2.3258610
13085;184085;143113;5940;4.2891170
16188;249554;179804;7363;4.5984640
7406;100753;75553;3365;2.1524080
8059;111940;83320;3694;2.2459450
14397;208061;159151;6521;4.1146200
15789;232812;175967;7134;4.9075440
10768;150714;114568;4824;2.9106420
18425;283060;207924;8210;6.5604060
10465;154124;110261;4759;2.8666320
15395;223479;171068;6870;5.3168840
16106;236403;180128;7313;8.6799880
12757;190634;138253;5776;3.6051280
15970;232406;177813;7159;4.4555230
4027;50393;38892;1855;1.1213590
7959;110050;81826;3660;2.2118070
8140;113227;83804;3709;2.3974970
17068;249699;192170;7651;5.4816700
7888;113678;80774;3589;2.3823830
17828;255314;202245;7984;5.1378230
19961;296777;229091;8790;6.2582330
9598;134957;100992;4246;2.7708800
13270;194549;143986;5958;3.5879550
2019;25093;17876;961;0.7828240
10009;139639;105626;4456;2.7799680
3757;47230;36203;1730;1.0206960
16870;261545;187286;7455;4.6910060
10762;151154;115027;4806;3.0582800
8605;121913;88634;3885;3.4213800
18056;261961;204942;8173;5.0981750
16566;237056;186347;7434;4.5212220
9259;130484;96802;4174;2.5345120
16333;252736;181022;7319;4.6655620
5598;73329;55353;2548;1.4643720
7489;104468;76874;3423;2.0397830
19901;289884;228534;8776;7.9572600
9570;133755;100372;4336;2.5593610
11107;158753;118627;5059;3.0987800
11291;161785;119975;5022;3.2988740
3173;41207;29166;1450;0.8456090
5828;80256;57538;2706;1.6052320
9200;129880;96146;4216;2.5185330
16610;260580;184654;7492;4.8079390
8626;119442;89646;3880;2.5635090
18946;292587;214722;8413;5.8753390
3831;49382;36594;1819;1.5975890
19827;295721;227443;8854;5.6336240
2285;28087;20633;1069;0.6874060
13409;191152;147845;6059;3.7566090
2364;28656;21652;1108;1.0051610
4304;54847;41717;1992;1.2061710
12453;177530;135028;5636;3.7081020
785;8689;6236;373;0.1781900
15275;217043;169998;6897;4.1497810
14283;202924;157738;6363;4.5218870
2709;32545;25270;1265;0.6707560
14644;217904;160939;6613;4.1570810
10257;144031;108107;4646;3.2466750
12908;185703;140979;5818;4.0617140
1;2;3;2;0.0005380
19227;284907;219468;8610;6.5437590
16596;234242;187398;7506;4.6304860
6953;102059;69632;3178;1.9668390
19848;290198;227801;8727;5.5073560
8422;121486;86465;3806;2.5036360
7567;104520;77249;3461;2.1817160
131;1127;756;69;0.0251150
19332;285090;220640;8530;5.6963900
1813;21987;16050;840;0.4746500
903;9527;7440;434;0.3501450
11681;165855;125927;5244;3.2462900
12495;182753;135397;5649;3.7700840
1886;21864;16992;866;0.5213890
17809;249759;203548;7992;5.0923290
6902;95875;69321;3158;2.7296760
18401;282078;207817;8253;5.4752210
9042;125766;94372;4084;2.8763770
18958;280328;216059;8399;5.4038440
4389;59928;41873;2072;1.7120350
14485;214526;158869;6583;4.7139990
11462;166629;122022;5139;3.2076550
13125;190632;142121;5862;3.6057520
14384;215450;157104;6578;4.2266410
1604;18761;14089;772;0.3899560
7433;104029;75485;3449;2.0869850
17656;266986;198787;7924;5.1904780
493;4984;3699;236;0.1219280
5621;74499;55982;2553;1.5066790
1527;17348;13332;720;0.3786590
8445;124988;86378;3820;4.2663320
1019;11215;8531;481;0.3135830
19483;296865;220876;8597;5.8079260
1755;20653;15456;842;0.5548260
2758;33275;25656;1280;0.7211890
6805;100186;68436;3109;2.0334240
14204;200440;157249;6370;4.3734460
8052;113373;83170;3673;2.1645090
18943;284727;213926;8456;6.4255700
10952;158291;116266;4922;2.9464200
17053;244384;192465;7570;5.1713820
4979;67295;48501;2317;1.6725830
7377;98135;75639;3329;3.9738850
9360;138495;97601;4102;2.8224720
3046;37358;28528;1389;0.8480740
5730;76371;56908;2583;1.5587970
1252;14181;10764;590;0.2866200
17744;272125;198857;8007;4.9349050
6200;82640;61943;2857;1.6345350
16076;243602;178466;7263;4.8461470
18647;274141;212135;8326;5.2004280
2397;29167;21937;1125;0.6109060
17472;252492;197442;7869;4.8271590
11335;165596;121147;5083;3.1340590
13554;200456;147703;6127;3.8912320
4840;62422;47743;2218;1.4843450
12228;182219;131466;5543;3.8150360
17234;247742;195119;7756;4.8434920
9805;139665;102963;4407;2.6571000
16407;238734;184569;7386;5.1491730
18406;267006;209605;8210;5.2284500
10342;153709;108921;4638;3.5910070
16570;271708;182221;7342;4.8668510
9588;133149;101145;4281;2.6600220
1801;21324;15933;825;0.4946310
17816;262257;201284;8000;5.3843950
3597;46017;33685;1633;0.9078600
15114;213900;168005;6824;4.2103780
8312;112896;86293;3782;3.9716250
19746;291819;225708;8723;5.8851610
5906;80300;58707;2728;1.8609010
2894;36544;26733;1350;0.7940330
19785;300354;225332;8739;5.6637080
4394;55630;42381;2011;2.0379550
18653;284077;211283;8369;5.2361460
1293;15802;10959;603;0.3153760
9102;133408;93404;4085;4.6268700
18174;268663;205796;8154;5.8943120
19673;294054;224771;8828;5.7311910
8664;122715;89865;3928;2.5768510
286;2605;2029;130;0.0962000
1041;12178;8689;466;0.2658030
9116;121954;95773;4173;2.8790900
7092;96602;71876;3188;3.3596200
3019;39290;27914;1423;0.8053300
4541;59344;44022;2112;1.7251620
6457;87255;64731;2971;2.4404850
5811;79960;57500;2674;2.0590950
16680;248211;186839;7539;4.6814500
8632;119388;89423;3918;3.0313710
2901;36076;26871;1354;0.8164460
8639;119772;89681;3949;3.0771630
6207;83102;61711;2812;2.0302780
5395;74376;52415;2501;1.8942650
15916;235302;177150;7154;4.7842680
16945;259573;189086;7651;5.4513160
6525;88286;65509;2952;2.0698750
10906;151956;116059;4883;3.0322560
1358;14839;11628;644;0.3836860
12492;188516;134370;5672;3.7587760
9372;133538;97712;4277;2.6454810
9091;132305;94403;4093;3.5685870
11429;163259;121917;5200;3.2536150
18139;274633;204285;8151;7.9500000
484;5017;3667;223;0.1842480
17629;255560;199457;7844;5.0060110
398;3670;2987;190;0.0773560
4653;60995;45392;2149;1.2088370
19644;284269;225285;8713;5.5362610
16177;244314;180083;7216;4.6493880
