Tempo Status Tipo Valor Tipo_Consulta
0 x pacote 367 CL
0 x pacote 367 CL
1351 ok pacote 367 PC
0 x pacote 367 CL
533 ok pacote 367 CL
0 x pacote 367 CL
710 ok pacote 367 CL
817 ok pacote 367 PC
655 ok pacote 367 CL
0 x pacote 367 CL
381 ok pacote 367 PC
475 ok pacote 367 PC
1112 ok pacote 367 PC
1461 ok pacote 367 PC
0 x pacote 367 CL
1153 ok pacote 367 PC
832 ok pacote 367 PC
327 ok pacote 367 CL
1137 ok pacote 367 PC
1096 ok pacote 367 CL
1192 ok pacote 367 PC
529 ok pacote 367 CL
489 ok pacote 367 CL
702 ok pacote 367 PC
1666 ok pacote 367 PC
662 ok pacote 367 PC
569 ok pacote 367 CL
853 ok pacote 367 PC
392 ok pacote 367 CL
424 ok pacote 367 PC
594 ok pacote 367 PC
0 x pacote 633 CL
0 x pacote 633 CL
341 ok pacote 633 CL
1134 ok pacote 633 PC
538 ok pacote 633 PC
192 ok pacote 633 PC
481 ok pacote 633 CL
653 ok pacote 633 PC
759 ok pacote 633 CL
563 ok pacote 633 CL
1308 ok pacote 633 PC
1190 ok pacote 633 PC
709 ok pacote 633 PC
582 ok pacote 633 CL
691 ok pacote 633 CL
497 ok pacote 633 CL
598 ok pacote 633 CL
538 ok pacote 633 CL
1203 ok pacote 633 PC
372 ok pacote 633 CL
1434 ok pacote 633 PC
605 ok pacote 633 CL
1377 ok pacote 633 PC
1562 ok pacote 633 PC
1463 ok pacote 633 PC
423 ok pacote 633 CL
1186 ok pacote 633 PC
1081 ok pacote 633 PC
381 ok pacote 633 CL
909 ok pacote 633 PC
916 ok pacote 633 PC
749 ok pacote 633 PC
395 ok pacote 633 CL
618 ok pacote 633 CL
220 ok pacote 633 PC
1344 ok pacote 633 PC
421 ok pacote 633 CL
630 ok pacote 633 CL
1141 ok pacote 633 PC
336 ok pacote 633 CL
0 x pacote 727 PC
0 x pacote 727 CL
468 ok pacote 727 CL
0 x pacote 727 PC
0 x pacote 727 PC
399 ok pacote 727 CL
601 ok pacote 727 PC
391 ok pacote 727 CL
1539 ok pacote 727 PC
1169 ok pacote 727 PC
395 ok pacote 727 CL
1375 ok pacote 727 PC
535 ok pacote 727 PC
375 ok pacote 727 CL
1067 ok pacote 727 PC
615 ok pacote 727 PC
383 ok pacote 727 CL
0 x pacote 727 CL
438 ok pacote 727 CL
364 ok pacote 727 CL
1189 ok pacote 727 PC
1271 ok pacote 727 PC
439 ok pacote 727 CL
445 ok pacote 727 PC
190 ok pacote 727 CL
173 ok pacote 727 CL
261 ok pacote 727 CL
236 ok pacote 727 CL
173 ok pacote 727 CL
875 ok pacote 727 PC
366 ok pacote 727 CL
283 ok pacote 727 CL
324 ok pacote 727 CL
1665 ok pacote 727 PC
851 ok pacote 727 PC
664 ok pacote 727 PC
706 ok pacote 727 PC
0 x pacote 727 CL
650 ok pacote 727 PC
730 ok pacote 727 PC
0 x pacote 479 CL
0 x pacote 479 PC
0 x pacote 479 PC
0 x pacote 479 CL
0 x pacote 479 CL
0 x pacote 479 PC
0 x pacote 479 CL
421 ok pacote 479 CL
848 ok pacote 479 PC
573 ok pacote 479 PC
404 ok pacote 479 CL
319 ok pacote 479 CL
306 ok pacote 479 CL
0 x pacote 479 CL
541 ok pacote 479 PC
975 ok pacote 479 PC
802 ok pacote 479 PC
344 ok pacote 479 CL
837 ok pacote 479 PC
633 ok pacote 479 PC
561 ok pacote 479 PC
558 ok pacote 479 CL
278 ok pacote 479 PC
276 ok pacote 479 CL
267 ok pacote 479 CL
261 ok pacote 479 PC
310 ok pacote 479 PC
99 ok pacote 479 CL
1560 ok pacote 479 PC
454 ok pacote 479 PC
314 ok pacote 479 CL
264 ok pacote 479 CL
720 ok pacote 479 PC
317 ok pacote 479 CL
985 ok pacote 479 PC
676 ok pacote 479 PC
623 ok pacote 479 PC
273 ok pacote 479 CL
308 ok pacote 479 CL
308 ok pacote 479 CL
0 x pacote 525 CL
0 x pacote 525 CL
0 x pacote 525 PC
353 ok pacote 525 PC
0 x pacote 525 CL
372 ok pacote 525 CL
0 x pacote 525 CL
344 ok pacote 525 CL
292 ok pacote 525 CL
339 ok pacote 525 PC
281 ok pacote 525 CL
302 ok pacote 525 PC
488 ok pacote 525 PC
245 ok pacote 525 CL
162 ok pacote 525 PC
0 x pacote 525 CL
331 ok pacote 525 PC
164 ok pacote 525 CL
409 ok pacote 525 PC
374 ok pacote 525 PC
196 ok pacote 525 CL
376 ok pacote 525 PC
155 ok pacote 525 PC
321 ok pacote 525 PC
239 ok pacote 525 CL
233 ok pacote 525 CL
328 ok pacote 525 PC
488 ok pacote 525 PC
239 ok pacote 525 CL
208 ok pacote 525 CL
210 ok pacote 525 PC
137 ok pacote 525 PC
254 ok pacote 525 CL
258 ok pacote 525 PC
320 ok pacote 525 CL
330 ok pacote 525 PC
0 x pacote 525 CL
353 ok pacote 525 CL
387 ok pacote 525 PC
305 ok pacote 525 PC
0 x pacote 832 PC
564 ok pacote 832 CL
0 x pacote 832 CL
0 x pacote 832 CL
265 ok pacote 832 CL
0 x pacote 832 PC
271 ok pacote 832 CL
348 ok pacote 832 CL
248 ok pacote 832 CL
0 x pacote 832 PC
285 ok pacote 832 PC
568 ok pacote 832 PC
455 ok pacote 832 CL
1485 ok pacote 832 PC
1201 ok pacote 832 PC
1675 ok pacote 832 PC
287 ok pacote 832 CL
0 x pacote 832 CL
1161 ok pacote 832 PC
384 ok pacote 832 CL
1060 ok pacote 832 PC
1123 ok pacote 832 PC
356 ok pacote 832 CL
1351 ok pacote 832 PC
347 ok pacote 832 CL
272 ok pacote 832 CL
1461 ok pacote 832 PC
611 ok pacote 832 PC
282 ok pacote 832 CL
321 ok pacote 832 PC
362 ok pacote 832 CL
296 ok pacote 832 CL
700 ok pacote 832 PC
359 ok pacote 832 PC
0 x pacote 832 CL
1076 ok pacote 832 PC
198 ok pacote 832 CL
834 ok pacote 832 PC
1291 ok pacote 832 PC
288 ok pacote 832 CL
0 x pacote 847 CL
0 x pacote 847 CL
0 x pacote 847 CL
368 ok pacote 847 PC
563 ok pacote 847 PC
865 ok pacote 847 PC
530 ok pacote 847 CL
1659 ok pacote 847 CL
977 ok pacote 847 PC
371 ok pacote 847 CL
884 ok pacote 847 PC
1118 ok pacote 847 PC
2430 ok pacote 847 PC
1304 ok pacote 847 CL
1909 ok pacote 847 PC
1978 ok pacote 847 PC
954 ok pacote 847 CL
687 ok pacote 847 PC
1101 ok pacote 847 CL
1046 ok pacote 847 CL
2103 ok pacote 847 PC
2076 ok pacote 847 PC
1754 ok pacote 847 CL
1789 ok pacote 847 PC
1813 ok pacote 847 PC
1616 ok pacote 847 PC
1122 ok pacote 847 CL
667 ok pacote 847 CL
510 ok pacote 847 CL
804 ok pacote 847 PC
1006 ok pacote 847 CL
858 ok pacote 847 CL
1572 ok pacote 847 PC
1022 ok pacote 847 CL
1282 ok pacote 847 PC
613 ok pacote 847 CL
1184 ok pacote 847 CL
932 ok pacote 847 CL
1328 ok pacote 847 PC
905 ok pacote 847 PC
0 x pacote 107 PC
275 ok pacote 107 PC
0 x pacote 107 CL
0 x pacote 107 CL
0 x pacote 107 PC
0 x pacote 107 CL
0 x pacote 107 CL
671 ok pacote 107 CL
299 ok pacote 107 CL
0 x pacote 107 CL
472 ok pacote 107 CL
453 ok pacote 107 CL
0 x pacote 107 CL
0 x pacote 107 CL
438 ok pacote 107 PC
820 ok pacote 107 CL
564 ok pacote 107 PC
632 ok pacote 107 PC
441 ok pacote 107 PC
524 ok pacote 107 PC
825 ok pacote 107 PC
457 ok pacote 107 PC
792 ok pacote 107 CL
678 ok pacote 107 CL
517 ok pacote 107 PC
853 ok pacote 107 PC
308 ok pacote 107 PC
551 ok pacote 107 PC
370 ok pacote 107 PC
621 ok pacote 107 PC
745 ok pacote 107 CL
345 ok pacote 107 PC
0 x pacote 107 CL
732 ok pacote 107 CL
325 ok pacote 107 PC
768 ok pacote 107 CL
434 ok pacote 107 PC
0 x pacote 107 CL
1203 ok pacote 107 PC
0 x pacote 107 CL
0 x pacote 16 PC
0 x pacote 16 CL
0 x pacote 16 CL
118 ok pacote 16 PC
0 x pacote 16 CL
0 x pacote 16 CL
93 ok pacote 16 PC
89 ok pacote 16 PC
0 x pacote 16 CL
0 x pacote 16 CL
149 ok pacote 16 PC
315 ok pacote 16 CL
143 ok pacote 16 PC
99 ok pacote 16 PC
0 x pacote 16 CL
0 x pacote 16 CL
145 ok pacote 16 PC
102 ok pacote 16 PC
113 ok pacote 16 PC
106 ok pacote 16 PC
230 ok pacote 16 CL
172 ok pacote 16 PC
106 ok pacote 16 PC
0 x pacote 16 CL
0 x pacote 16 CL
0 x pacote 16 CL
238 ok pacote 16 PC
159 ok pacote 16 PC
180 ok pacote 16 PC
0 x pacote 16 CL
0 x pacote 16 CL
118 ok pacote 16 PC
122 ok pacote 16 PC
0 x pacote 16 CL
0 x pacote 16 CL
0 x pacote 16 CL
0 x pacote 16 CL
148 ok pacote 16 PC
0 x pacote 16 CL
168 ok pacote 16 PC
0 x pacote 192 CL
0 x pacote 192 PC
0 x pacote 192 PC
374 ok pacote 192 CL
0 x pacote 192 CL
221 ok pacote 192 CL
187 ok pacote 192 PC
0 x pacote 192 CL
641 ok pacote 192 PC
291 ok pacote 192 PC
0 x pacote 192 CL
0 x pacote 192 CL
327 ok pacote 192 CL
1385 ok pacote 192 PC
944 ok pacote 192 PC
473 ok pacote 192 CL
425 ok pacote 192 PC
978 ok pacote 192 PC
982 ok pacote 192 PC
893 ok pacote 192 PC
0 x pacote 192 CL
352 ok pacote 192 CL
302 ok pacote 192 CL
375 ok pacote 192 CL
280 ok pacote 192 CL
478 ok pacote 192 CL
578 ok pacote 192 PC
657 ok pacote 192 PC
490 ok pacote 192 PC
618 ok pacote 192 PC
521 ok pacote 192 CL
267 ok pacote 192 CL
669 ok pacote 192 PC
247 ok pacote 192 PC
997 ok pacote 192 PC
1037 ok pacote 192 PC
0 x pacote 192 CL
0 x pacote 192 CL
0 x pacote 192 CL
1069 ok pacote 192 PC
0 x pacote 308 PC
354 ok pacote 308 CL
549 ok pacote 308 CL
770 ok pacote 308 PC
490 ok pacote 308 PC
457 ok pacote 308 PC
535 ok pacote 308 PC
353 ok pacote 308 PC
0 x pacote 308 CL
549 ok pacote 308 CL
372 ok pacote 308 PC
498 ok pacote 308 PC
561 ok pacote 308 PC
614 ok pacote 308 PC
475 ok pacote 308 PC
801 ok pacote 308 PC
399 ok pacote 308 PC
336 ok pacote 308 CL
0 x pacote 308 CL
0 x pacote 308 CL
366 ok pacote 308 CL
0 x pacote 308 CL
244 ok pacote 308 CL
253 ok pacote 308 PC
212 ok pacote 308 CL
680 ok pacote 308 PC
971 ok pacote 308 PC
397 ok pacote 308 CL
384 ok pacote 308 CL
0 x pacote 308 CL
355 ok pacote 308 PC
732 ok pacote 308 PC
0 x pacote 308 CL
631 ok pacote 308 PC
417 ok pacote 308 CL
314 ok pacote 308 CL
291 ok pacote 308 CL
420 ok pacote 308 CL
498 ok pacote 308 CL
191 ok pacote 308 PC
0 x pacote 513 PC
0 x pacote 513 CL
0 x pacote 513 CL
0 x pacote 513 PC
648 ok pacote 513 CL
500 ok pacote 513 PC
0 x pacote 513 CL
0 x pacote 513 PC
320 ok pacote 513 CL
400 ok pacote 513 CL
446 ok pacote 513 CL
417 ok pacote 513 PC
642 ok pacote 513 CL
964 ok pacote 513 PC
453 ok pacote 513 CL
435 ok pacote 513 PC
390 ok pacote 513 CL
362 ok pacote 513 CL
253 ok pacote 513 PC
974 ok pacote 513 PC
651 ok pacote 513 PC
987 ok pacote 513 PC
880 ok pacote 513 PC
416 ok pacote 513 CL
417 ok pacote 513 PC
494 ok pacote 513 CL
605 ok pacote 513 PC
0 x pacote 513 CL
313 ok pacote 513 PC
998 ok pacote 513 PC
359 ok pacote 513 PC
337 ok pacote 513 PC
787 ok pacote 513 PC
0 x pacote 513 CL
475 ok pacote 513 CL
617 ok pacote 513 PC
480 ok pacote 513 CL
459 ok pacote 513 CL
375 ok pacote 513 CL
277 ok pacote 513 CL
0 x pacote 475 CL
0 x pacote 475 CL
0 x pacote 475 PC
0 x pacote 475 CL
372 ok pacote 475 PC
459 ok pacote 475 CL
0 x pacote 475 PC
341 ok pacote 475 CL
199 ok pacote 475 PC
365 ok pacote 475 CL
290 ok pacote 475 PC
327 ok pacote 475 CL
361 ok pacote 475 CL
249 ok pacote 475 CL
866 ok pacote 475 PC
181 ok pacote 475 CL
0 x pacote 475 CL
382 ok pacote 475 PC
315 ok pacote 475 CL
218 ok pacote 475 PC
725 ok pacote 475 PC
312 ok pacote 475 PC
290 ok pacote 475 CL
215 ok pacote 475 CL
556 ok pacote 475 PC
420 ok pacote 475 CL
234 ok pacote 475 PC
304 ok pacote 475 CL
403 ok pacote 475 PC
244 ok pacote 475 CL
376 ok pacote 475 PC
282 ok pacote 475 PC
226 ok pacote 475 PC
452 ok pacote 475 PC
238 ok pacote 475 CL
257 ok pacote 475 PC
449 ok pacote 475 PC
259 ok pacote 475 CL
310 ok pacote 475 CL
178 ok pacote 475 PC
0 x pacote 316 PC
0 x pacote 316 PC
0 x pacote 316 CL
0 x pacote 316 PC
0 x pacote 316 PC
0 x pacote 316 PC
0 x pacote 316 CL
0 x pacote 316 CL
427 ok pacote 316 CL
618 ok pacote 316 PC
803 ok pacote 316 PC
0 x pacote 316 CL
0 x pacote 316 CL
643 ok pacote 316 PC
236 ok pacote 316 CL
0 x pacote 316 CL
0 x pacote 316 CL
310 ok pacote 316 PC
196 ok pacote 316 CL
0 x pacote 316 CL
319 ok pacote 316 CL
895 ok pacote 316 PC
531 ok pacote 316 PC
358 ok pacote 316 PC
0 x pacote 316 CL
372 ok pacote 316 PC
0 x pacote 316 CL
0 x pacote 316 CL
0 x pacote 316 CL
598 ok pacote 316 PC
358 ok pacote 316 PC
720 ok pacote 316 PC
402 ok pacote 316 PC
448 ok pacote 316 PC
297 ok pacote 316 CL
333 ok pacote 316 PC
293 ok pacote 316 CL
214 ok pacote 316 CL
483 ok pacote 316 PC
351 ok pacote 316 CL
0 x pacote 465 PC
0 x pacote 465 PC
258 ok pacote 465 CL
0 x pacote 465 CL
664 ok pacote 465 PC
0 x pacote 465 PC
504 ok pacote 465 CL
494 ok pacote 465 CL
760 ok pacote 465 PC
454 ok pacote 465 CL
0 x pacote 465 PC
165 ok pacote 465 PC
407 ok pacote 465 CL
377 ok pacote 465 CL
815 ok pacote 465 PC
1090 ok pacote 465 PC
447 ok pacote 465 PC
1274 ok pacote 465 PC
374 ok pacote 465 PC
160 ok pacote 465 PC
477 ok pacote 465 CL
306 ok pacote 465 CL
841 ok pacote 465 PC
232 ok pacote 465 CL
462 ok pacote 465 PC
0 x pacote 465 CL
486 ok pacote 465 PC
291 ok pacote 465 CL
338 ok pacote 465 PC
339 ok pacote 465 CL
413 ok pacote 465 CL
348 ok pacote 465 CL
0 x pacote 465 CL
186 ok pacote 465 CL
332 ok pacote 465 PC
262 ok pacote 465 CL
253 ok pacote 465 CL
240 ok pacote 465 PC
318 ok pacote 465 PC
303 ok pacote 465 CL
0 x pacote 155 PC
0 x pacote 155 PC
186 ok pacote 155 PC
82 ok pacote 155 PC
0 x pacote 155 PC
0 x pacote 155 CL
0 x pacote 155 CL
0 x pacote 155 CL
0 x pacote 155 CL
352 ok pacote 155 CL
430 ok pacote 155 PC
247 ok pacote 155 PC
0 x pacote 155 CL
432 ok pacote 155 PC
0 x pacote 155 CL
330 ok pacote 155 PC
0 x pacote 155 CL
0 x pacote 155 CL
439 ok pacote 155 CL
0 x pacote 155 CL
315 ok pacote 155 PC
269 ok pacote 155 PC
0 x pacote 155 CL
315 ok pacote 155 PC
429 ok pacote 155 PC
311 ok pacote 155 PC
529 ok pacote 155 CL
311 ok pacote 155 CL
441 ok pacote 155 CL
611 ok pacote 155 PC
380 ok pacote 155 CL
439 ok pacote 155 PC
0 x pacote 155 CL
272 ok pacote 155 CL
300 ok pacote 155 PC
515 ok pacote 155 PC
473 ok pacote 155 PC
260 ok pacote 155 CL
309 ok pacote 155 PC
0 x pacote 155 CL
0 x pacote 802 PC
0 x pacote 802 PC
409 ok pacote 802 CL
0 x pacote 802 CL
213 ok pacote 802 PC
788 ok pacote 802 PC
661 ok pacote 802 CL
1050 ok pacote 802 PC
0 x pacote 802 CL
1154 ok pacote 802 PC
587 ok pacote 802 CL
691 ok pacote 802 CL
594 ok pacote 802 CL
1371 ok pacote 802 PC
700 ok pacote 802 CL
631 ok pacote 802 CL
773 ok pacote 802 PC
717 ok pacote 802 CL
510 ok pacote 802 CL
890 ok pacote 802 PC
881 ok pacote 802 PC
1136 ok pacote 802 PC
682 ok pacote 802 CL
649 ok pacote 802 PC
552 ok pacote 802 CL
670 ok pacote 802 CL
666 ok pacote 802 CL
613 ok pacote 802 PC
713 ok pacote 802 CL
371 ok pacote 802 PC
610 ok pacote 802 CL
682 ok pacote 802 CL
916 ok pacote 802 PC
973 ok pacote 802 PC
864 ok pacote 802 PC
511 ok pacote 802 CL
565 ok pacote 802 CL
1122 ok pacote 802 PC
961 ok pacote 802 PC
633 ok pacote 802 PC
0 x pacote 267 CL
0 x pacote 267 PC
0 x pacote 267 CL
1263 ok pacote 267 PC
1817 ok pacote 267 PC
0 x pacote 267 CL
621 ok pacote 267 CL
1594 ok pacote 267 PC
346 ok pacote 267 CL
754 ok pacote 267 CL
0 x pacote 267 CL
597 ok pacote 267 PC
926 ok pacote 267 PC
315 ok pacote 267 PC
567 ok pacote 267 CL
410 ok pacote 267 CL
727 ok pacote 267 PC
1355 ok pacote 267 PC
241 ok pacote 267 PC
465 ok pacote 267 PC
179 ok pacote 267 PC
498 ok pacote 267 PC
513 ok pacote 267 PC
609 ok pacote 267 CL
844 ok pacote 267 CL
699 ok pacote 267 PC
1299 ok pacote 267 PC
639 ok pacote 267 CL
0 x pacote 267 CL
1159 ok pacote 267 PC
1172 ok pacote 267 PC
423 ok pacote 267 CL
149 ok pacote 267 PC
1025 ok pacote 267 PC
339 ok pacote 267 CL
438 ok pacote 267 CL
471 ok pacote 267 CL
533 ok pacote 267 CL
361 ok pacote 267 CL
0 x pacote 267 CL
0 x pacote 444 CL
0 x pacote 444 PC
0 x pacote 444 PC
0 x pacote 444 PC
0 x pacote 444 CL
284 ok pacote 444 PC
348 ok pacote 444 CL
1093 ok pacote 444 CL
0 x pacote 444 CL
847 ok pacote 444 PC
0 x pacote 444 CL
1265 ok pacote 444 PC
2447 ok pacote 444 PC
314 ok pacote 444 CL
1122 ok pacote 444 PC
443 ok pacote 444 CL
659 ok pacote 444 CL
1564 ok pacote 444 PC
2988 ok pacote 444 PC
0 x pacote 444 CL
830 ok pacote 444 CL
645 ok pacote 444 CL
422 ok pacote 444 CL
1193 ok pacote 444 PC
635 ok pacote 444 CL
561 ok pacote 444 CL
861 ok pacote 444 PC
1426 ok pacote 444 PC
529 ok pacote 444 CL
1187 ok pacote 444 PC
1560 ok pacote 444 PC
784 ok pacote 444 PC
2091 ok pacote 444 PC
1410 ok pacote 444 CL
2134 ok pacote 444 PC
993 ok pacote 444 PC
0 x pacote 444 CL
170 ok pacote 444 PC
532 ok pacote 444 CL
366 ok pacote 444 CL
0 x pacote 333 CL
0 x pacote 333 CL
0 x pacote 333 PC
195 ok pacote 333 PC
123 ok pacote 333 PC
0 x pacote 333 CL
0 x pacote 333 CL
771 ok pacote 333 PC
615 ok pacote 333 CL
0 x pacote 333 CL
375 ok pacote 333 CL
0 x pacote 333 CL
9725 ok pacote 333 PC
1070 ok pacote 333 PC
1314 ok pacote 333 PC
714 ok pacote 333 PC
1347 ok pacote 333 PC
660 ok pacote 333 CL
1505 ok pacote 333 PC
452 ok pacote 333 PC
690 ok pacote 333 CL
654 ok pacote 333 CL
421 ok pacote 333 CL
1262 ok pacote 333 PC
413 ok pacote 333 PC
0 x pacote 333 CL
0 x pacote 333 CL
487 ok pacote 333 CL
382 ok pacote 333 CL
625 ok pacote 333 PC
119 ok pacote 333 CL
0 x pacote 333 CL
1319 ok pacote 333 PC
1314 ok pacote 333 PC
0 x pacote 333 CL
0 x pacote 333 CL
607 ok pacote 333 PC
807 ok pacote 333 PC
762 ok pacote 333 PC
1328 ok pacote 333 PC
0 x pacote 77 PC
0 x pacote 77 PC
192 ok pacote 77 PC
0 x pacote 77 PC
132 ok pacote 77 PC
420 ok pacote 77 PC
0 x pacote 77 CL
0 x pacote 77 PC
0 x pacote 77 CL
0 x pacote 77 CL
378 ok pacote 77 CL
406 ok pacote 77 PC
434 ok pacote 77 PC
282 ok pacote 77 CL
449 ok pacote 77 PC
253 ok pacote 77 CL
0 x pacote 77 CL
257 ok pacote 77 CL
90 ok pacote 77 CL
0 x pacote 77 CL
0 x pacote 77 CL
480 ok pacote 77 PC
0 x pacote 77 CL
467 ok pacote 77 PC
331 ok pacote 77 PC
318 ok pacote 77 PC
596 ok pacote 77 PC
0 x pacote 77 CL
0 x pacote 77 CL
0 x pacote 77 CL
0 x pacote 77 CL
0 x pacote 77 CL
409 ok pacote 77 PC
224 ok pacote 77 PC
599 ok pacote 77 PC
397 ok pacote 77 PC
390 ok pacote 77 PC
0 x pacote 77 CL
254 ok pacote 77 CL
0 x pacote 77 CL
0 x pacote 519 CL
160 ok pacote 519 PC
0 x pacote 519 CL
413 ok pacote 519 CL
302 ok pacote 519 CL
445 ok pacote 519 CL
0 x pacote 519 PC
779 ok pacote 519 PC
692 ok pacote 519 PC
890 ok pacote 519 PC
924 ok pacote 519 PC
312 ok pacote 519 CL
351 ok pacote 519 CL
317 ok pacote 519 PC
268 ok pacote 519 CL
199 ok pacote 519 PC
212 ok pacote 519 CL
462 ok pacote 519 CL
257 ok pacote 519 CL
419 ok pacote 519 PC
0 x pacote 519 CL
529 ok pacote 519 PC
309 ok pacote 519 CL
727 ok pacote 519 PC
364 ok pacote 519 CL
146 ok pacote 519 PC
805 ok pacote 519 PC
335 ok pacote 519 CL
332 ok pacote 519 CL
185 ok pacote 519 CL
177 ok pacote 519 CL
443 ok pacote 519 PC
571 ok pacote 519 PC
311 ok pacote 519 CL
118 ok pacote 519 PC
541 ok pacote 519 PC
273 ok pacote 519 CL
1349 ok pacote 519 PC
165 ok pacote 519 PC
994 ok pacote 519 PC
0 x pacote 569 CL
0 x pacote 569 CL
409 ok pacote 569 CL
0 x pacote 569 PC
428 ok pacote 569 CL
213 ok pacote 569 PC
449 ok pacote 569 CL
0 x pacote 569 PC
0 x pacote 569 CL
737 ok pacote 569 PC
211 ok pacote 569 PC
345 ok pacote 569 CL
508 ok pacote 569 CL
576 ok pacote 569 PC
1419 ok pacote 569 PC
375 ok pacote 569 CL
717 ok pacote 569 PC
1360 ok pacote 569 PC
412 ok pacote 569 PC
169 ok pacote 569 PC
0 x pacote 569 CL
428 ok pacote 569 CL
436 ok pacote 569 CL
1078 ok pacote 569 PC
391 ok pacote 569 CL
294 ok pacote 569 PC
1224 ok pacote 569 PC
411 ok pacote 569 CL
503 ok pacote 569 CL
475 ok pacote 569 PC
464 ok pacote 569 CL
280 ok pacote 569 PC
355 ok pacote 569 CL
457 ok pacote 569 PC
1121 ok pacote 569 PC
405 ok pacote 569 CL
0 x pacote 569 CL
438 ok pacote 569 PC
127 ok pacote 569 CL
273 ok pacote 569 PC
0 x pacote 297 CL
265 ok pacote 297 PC
0 x pacote 297 CL
131 ok pacote 297 PC
243 ok pacote 297 CL
782 ok pacote 297 CL
937 ok pacote 297 PC
828 ok pacote 297 PC
587 ok pacote 297 PC
485 ok pacote 297 CL
0 x pacote 297 CL
544 ok pacote 297 CL
246 ok pacote 297 PC
543 ok pacote 297 CL
347 ok pacote 297 PC
554 ok pacote 297 CL
647 ok pacote 297 CL
555 ok pacote 297 CL
581 ok pacote 297 CL
844 ok pacote 297 CL
639 ok pacote 297 PC
481 ok pacote 297 CL
465 ok pacote 297 PC
749 ok pacote 297 CL
720 ok pacote 297 PC
249 ok pacote 297 PC
676 ok pacote 297 CL
493 ok pacote 297 PC
407 ok pacote 297 PC
291 ok pacote 297 CL
1051 ok pacote 297 PC
418 ok pacote 297 CL
243 ok pacote 297 CL
160 ok pacote 297 PC
539 ok pacote 297 PC
757 ok pacote 297 PC
790 ok pacote 297 PC
723 ok pacote 297 PC
0 x pacote 297 CL
1118 ok pacote 297 PC
0 x pacote 350 CL
0 x pacote 350 PC
186 ok pacote 350 PC
132 ok pacote 350 PC
0 x pacote 350 PC
424 ok pacote 350 CL
1233 ok pacote 350 PC
634 ok pacote 350 CL
1695 ok pacote 350 PC
1211 ok pacote 350 PC
714 ok pacote 350 CL
322 ok pacote 350 CL
648 ok pacote 350 CL
924 ok pacote 350 PC
1047 ok pacote 350 PC
455 ok pacote 350 CL
779 ok pacote 350 PC
286 ok pacote 350 CL
1087 ok pacote 350 PC
1087 ok pacote 350 PC
426 ok pacote 350 CL
418 ok pacote 350 CL
848 ok pacote 350 PC
507 ok pacote 350 PC
1521 ok pacote 350 PC
996 ok pacote 350 PC
1064 ok pacote 350 PC
523 ok pacote 350 CL
21307 ok pacote 350 PC
698 ok pacote 350 CL
499 ok pacote 350 CL
1319 ok pacote 350 PC
376 ok pacote 350 CL
379 ok pacote 350 CL
258 ok pacote 350 CL
624 ok pacote 350 CL
0 x pacote 350 CL
0 x pacote 350 CL
821 ok pacote 350 PC
0 x pacote 350 CL
0 x pacote 356 CL
