9;204;184;53;74;1;10;1792;1742;276;1523;711;1;5898;6081;0.0503110;0.0523750;0.1493050
14;921;16473;22;9884;1;4;32944;57651;32766;230026;345039;1;16472;32944;4.5475160;21.5803310;1.9214470
7;285;7616;994;610;1;64;258796;237215;9752;101769;26352;1;4208958;4216573;8.9949090;2.4650420;151.9735790
7;473;9563;629;307;1;142;141691;101793;11850;125431;25680;1;3726278;3735840;5.0423480;2.9717560;175.2216160
9;269;8950;567;2;113;9217;111428;21736;11084;115140;23592;1;3154490;3163439;2.6139270;2.4853380;120.1093420
1;258;115;71;68;1;4;228;398;126;712;1068;1;114;228;0.0116910;0.0342910;0.0063210
16;733;2409;768;1445;1;4;4816;8427;4094;25866;38799;1;2408;4816;0.4070530;1.5760340;0.1988690
18;844;14539;163;8723;1;4;29076;50882;16382;192176;288264;1;14538;29076;3.7695720;16.6920310;1.5766290
8;685;19177;315;247;1;310;182719;72680;24158;265882;40203;1;4094705;4113881;5.9192320;6.9399620;291.1251380
10;301;19968;256;257;1;298;180862;69139;24396;273522;39864;1;3479223;3499190;4.8907690;6.0805220;137.8429030
5;76;998;573;201;1;31;28243;26415;1566;12060;5880;1;186552;187549;0.5170200;0.3322300;3.1293440
18;916;15885;603;9530;1;4;31768;55593;16382;208442;312663;1;15884;31768;4.5497010;19.2275500;1.8595780
1;245;9607;337;9607;1;1;9606;19212;16382;122520;183780;1;9606;19212;0.4905320;4.4566080;0.4514310
7;592;14141;569;454;1;139;193393;131880;16868;190280;32610;1;5210651;5224791;7.0997130;4.9555650;311.8447930
10;88;15241;268;489;1;136;151122;83245;18124;203142;30579;1;2756628;2771868;2.4491750;3.0686740;53.3666640
17;828;4503;129;2702;1;4;9004;15756;8190;52984;79476;1;4502;9004;1.0545250;3.8991720;0.4187270
4;355;17051;130;220;1;382;143048;45393;26152;248760;100275;1;1570717;1587767;3.7262470;8.0067800;62.8472600
2;417;2938;785;589;1;31;90579;85780;4674;38113;37065;1;933886;936823;3.2227490;1.5477660;36.4308740
11;866;9844;75;1970;73;48;131806;61726;10540;203466;145026;1;216888;226731;5.8681570;9.8319440;9.9670900
14;99;16456;289;9872;1;4;32910;57592;32766;229928;344892;1;16455;32910;0.8818630;6.1285200;0.4826630
15;594;400;263;239;1;4;798;1396;510;3296;4944;1;399;798;0.0482020;0.1867740;0.0271830
18;138;12685;193;7610;1;4;25368;44393;16382;167610;251415;1;12684;25368;0.8701900;4.9772870;0.4593080
1;367;10944;584;6566;1;4;21886;38300;16382;140416;210624;1;10943;21886;1.4480390;7.1550140;0.7335870
10;221;5566;431;446;1;73;96308;77763;6828;69147;15240;1;1476698;1482263;2.3840630;1.3337490;38.9310690
9;909;4632;386;2;186;4862;54946;11992;5854;56906;12972;1;1076439;1081070;1.7925440;1.6928890;64.0801060
13;833;650;187;389;129;4;1514;2487;1024;5807;8691;1;1730;2379;0.1085780;0.3743460;0.0928650
11;365;10946;976;2;523;14553;222578;168663;18970;227388;173076;1;2037115;2048060;7.6484730;7.8402560;75.7553280
4;705;10676;563;343;1;151;141875;93156;15820;153088;60402;1;3869389;3880064;5.4962940;5.4834440;244.6036730
14;323;17955;112;10772;1;4;35908;62838;32766;247528;371292;1;17954;35908;2.4171900;13.2468660;1.1857240
10;211;7529;357;604;1;73;110678;85015;9018;94157;17859;1;1730089;1737617;2.6350670;1.8203380;42.9046330
20;653;17460;207;10475;1;4;34918;61106;32766;242000;363000;1;17459;34918;3.4709430;17.8122360;1.5836670
15;594;13597;326;13597;1;1;13596;27192;16382;178842;268263;1;13596;27192;1.2049990;11.5634620;1.1901720
15;777;10716;584;6428;1;4;21430;37502;16382;137496;206244;1;10715;21430;2.4047730;10.4993900;1.0775440
20;593;11878;661;7127;1;4;23754;41569;16382;151798;227697;1;11877;23754;2.4666050;10.1077990;1.0098880
18;601;2377;287;2377;1;1;2376;4752;4094;25642;38463;1;2376;4752;0.2009650;1.5716220;0.1713910
15;340;11442;782;11442;1;1;11441;22882;16382;146886;220329;1;11441;22882;0.7844680;7.5659450;0.7825610
18;673;12616;621;7568;1;4;25230;44152;16382;166952;250428;1;12615;25230;2.5253430;13.8598290;1.8510210
6;865;2631;443;527;1;19;103549;99962;3492;31218;9540;1;617403;620033;4.7251940;1.0834150;36.5846230
20;309;6111;875;3665;1;4;12220;21384;8190;71456;107184;1;6110;12220;0.7173570;3.4258260;0.3926510
11;888;15415;254;1234;70;80;294920;142111;20318;396460;237651;1;848624;864038;13.0872160;18.0488910;43.1812670
13;793;15766;606;3154;4729;1;39976;55741;16426;379891;309384;1;39976;55741;2.5976340;21.1294650;2.5924720
20;334;212;59;212;1;1;211;422;254;1520;2280;1;211;422;0.0127290;0.0747300;0.0126190
7;275;7178;243;576;1;73;89284;63635;8358;89773;15375;1;1165722;1172899;3.0857310;2.0858930;44.8282060
14;189;1885;446;1130;1;4;3768;6593;2046;19098;28647;1;1884;3768;0.1398370;0.6476380;0.0738550
5;268;17255;974;222;1;336;237545;141088;26866;252259;63585;1;10424023;10441277;6.7245790;6.1602650;390.0098630
12;446;2544;847;510;255;24;18531;22169;4162;30001;40269;1;42169;44712;0.8173170;1.4850140;1.5799380
14;111;18025;678;10814;1;4;36048;63083;32766;248074;372111;1;18024;36048;1.0418930;7.0766770;0.5801530
5;121;15076;980;484;1;148;281055;216108;23340;215576;55518;1;8978937;8994012;6.0174260;4.5411240;185.6755750
19;194;3069;912;1841;1;4;6136;10737;4094;32762;49143;1;3068;6136;0.2203280;1.1209890;0.1338460
11;295;2550;884;511;81;27;55587;57050;4316;31826;35340;1;336894;339443;1.9743340;1.3146740;12.0922400
12;605;24;10;14;9;4;55;87;32;98;138;1;46;69;0.0034680;0.0065130;0.0026110
20;447;10447;353;10447;1;1;10446;20892;16382;134848;202272;1;10446;20892;0.7795660;7.8156740;0.7757510
10;554;8289;847;2;105;8835;106384;24279;10508;109654;25914;1;4059229;4067517;3.1892470;2.9874420;205.6250820
14;263;1321;174;791;1;4;2640;4619;2046;13066;19599;1;1320;2640;0.1354960;0.6251980;0.0839140
18;38;14881;223;8927;1;4;29760;52079;16382;196322;294483;1;14880;29760;0.5820070;3.9761100;0.3084220
16;759;9757;189;9757;1;1;9756;19512;16382;124570;186855;1;9756;19512;1.1527410;9.7723820;1.0355090
5;304;7393;49;2;119;1;288688;296080;10252;92192;17031;1;288688;296080;10.7588480;1.9394180;10.7523490
7;238;19996;720;257;1;343;246292;128620;24644;284184;46848;1;9317631;9337626;5.7825240;5.5117590;261.5428130
17;452;792;384;792;1;1;791;1582;1022;7304;10956;1;791;1582;0.0522750;0.3804100;0.0512980
5;699;19234;657;248;1;325;223930;115590;30198;278774;65832;1;8146730;8165963;7.7387810;8.5495220;584.2592790
20;454;4423;639;2654;1;4;8844;15476;8190;52248;78372;1;4422;8844;0.6120830;2.8141720;0.2868780
8;542;16070;667;516;1;142;242323;172325;19552;220120;38235;1;6872914;6888983;9.0634580;5.6774870;376.0886350
7;140;2171;498;435;1;19;92689;89921;2988;25793;9039;1;534504;536674;2.2774700;0.6177670;13.0737190
10;277;13824;683;444;1;157;217304;154428;16256;188575;33294;1;5945262;5959085;7.1221600;4.3415200;235.4600280
5;484;14856;139;477;1;133;128084;60282;22676;208069;42024;1;1459304;1474159;3.9948980;5.5484100;71.3156680
20;242;14649;785;8789;1;4;29296;51267;16382;193386;290079;1;14648;29296;1.6415230;8.8790540;0.8705490
12;412;171;42;101;81;1;422;592;256;1344;1740;1;422;592;0.0194500;0.0635290;0.0184770
19;583;921;481;551;1;4;1840;3219;1022;8458;12687;1;920;1840;0.1235370;0.4767940;0.0626020
14;914;7148;620;4289;1;4;14294;25014;8190;85912;128868;1;7147;14294;1.7939720;7.0788300;0.7643710
20;554;9342;151;9342;1;1;9341;18682;16382;119678;179517;1;9341;18682;0.7935150;7.8532240;0.7490910
20;462;14995;5;8996;1;4;29988;52478;16382;197352;296028;1;14994;29988;2.2484840;11.1326270;1.1170990
20;183;1112;530;1112;1;1;1111;2222;2046;10888;16332;1;1111;2222;0.0482920;0.4336600;0.0575850
18;110;9345;885;5606;1;4;18688;32703;16382;119938;179907;1;9344;18688;0.5399390;3.2144080;0.3071040
1;175;4721;128;2831;1;4;9440;16519;8190;55618;83427;1;4720;9440;0.3462570;1.8030130;0.1828150
4;117;420;67;85;1;25;3799;3119;592;3808;1410;1;18198;18617;0.0920090;0.1015390;0.3873020
6;579;19545;617;252;1;319;222434;114120;25474;274010;46863;1;7877023;7896567;7.5058570;7.9178250;485.4658710
11;733;19849;164;1589;67;89;431395;171523;21232;571779;315402;1;764928;784776;16.5216110;22.2229650;40.9417080
11;276;17885;917;1432;61;82;421748;231882;20968;459507;285810;1;3273160;3291044;12.4801790;14.3319870;117.6909460
19;275;12707;469;12707;1;1;12706;25412;16382;167784;251676;1;12706;25412;0.8035550;7.7160740;0.7648530
10;895;10511;997;338;1;151;197427;153327;13094;142416;32163;1;6102921;6113431;9.0271630;4.7510210;495.6774040
14;388;19650;711;11789;1;4;39298;68771;32766;269958;404937;1;19649;39298;2.7554690;15.2027670;1.4072610
14;976;10707;694;10707;1;1;10706;21412;16382;137448;206172;1;10706;21412;1.4717230;13.5476520;1.3449250
3;111;1422;94;286;1;22;14718;12434;2166;16034;8577;1;84755;86176;0.3435980;0.4309650;1.7333270
11;356;7671;231;1535;145;29;111770;80096;10192;147420;109839;1;386986;394656;3.6901840;4.6416010;14.0952190
8;835;6681;178;536;1;70;68031;44872;7448;80410;13233;1;815562;822242;2.7483880;1.9966540;52.1138270
12;958;9530;731;1907;457;34;122412;88325;16614;180491;180378;1;201861;211390;7.0769410;12.9603890;10.3666400
20;485;12387;861;12387;1;1;12386;24772;16382;164584;246876;1;12386;24772;1.0335710;9.9137650;0.9633090
17;108;8637;718;8637;1;1;8636;17272;16382;110586;165879;1;8636;17272;0.2701120;3.1807160;0.2580560
19;211;17930;377;10757;1;4;35858;62751;32766;247342;371013;1;17929;35858;1.5236040;9.1998290;0.8753930
11;672;1303;128;262;131;1;38783;40085;2144;13581;15759;1;38783;40085;1.5585830;0.7047190;1.5278760
16;1000;2431;625;1457;1;4;4860;8504;4094;25984;38976;1;2430;4860;0.5192290;1.9015050;0.2347880
10;256;10755;169;346;1;139;93807;45257;12474;136993;20673;1;1266787;1277541;2.5745700;2.9392610;43.4308220
16;635;17111;44;10265;1;4;34220;59884;32766;236792;355188;1;17110;34220;3.9138120;17.5289930;1.6342520
7;269;4996;851;2;200;5567;62718;18165;6566;64637;19125;1;2211176;2216171;1.6593940;1.6030670;81.3080900
7;420;9595;332;308;1;142;101051;58699;12096;123678;22260;1;2077516;2087110;3.1542020;2.7218660;85.6278260
9;632;496;100;100;1;19;5443;4892;672;4738;1701;1;26753;27248;0.2081650;0.1442250;1.0974290
19;124;3005;673;1802;1;4;6008;10513;4094;32250;48375;1;3004;6008;0.3962430;1.4681670;0.1550210
17;60;7394;565;4436;1;4;14786;25875;8190;89958;134937;1;7393;14786;0.3581270;2.2414430;0.1880960
2;509;18694;805;600;1;160;194858;159460;20372;273782;289272;1;8070193;8088886;8.2832990;12.7944830;428.0648830
17;903;13629;254;8177;1;4;27256;47697;16382;179066;268599;1;13628;27256;3.7371320;15.9329240;1.5185400
2;307;6007;861;2;193;7364;76730;80705;9736;79104;83076;1;2437131;2443137;3.1578050;3.2048440;90.0110770
18;445;13672;99;13672;1;1;13671;27342;16382;179464;269196;1;13671;27342;1.0684580;10.2181790;1.1739220
12;503;1502;579;302;301;24;9974;12110;2092;16376;21768;1;16461;17962;0.4609570;0.7845090;0.6420390
4;183;8523;826;2;109;11296;123926;48147;12988;125607;49743;1;4079997;4088519;2.8852900;2.8687990;97.4735030
9;493;5336;353;428;1;70;84124;66675;6562;66023;13878;1;1165586;1170921;2.9593120;1.4483040;53.6806300
1;399;12087;740;12087;1;1;12086;24172;16382;153944;230916;1;12086;24172;0.9345570;9.0903700;0.9597140
15;264;10862;944;10862;1;1;10861;21722;16382;139550;209325;1;10861;21722;0.7340310;6.7542780;0.6843430
13;544;10542;983;2110;4217;1;33572;44113;16412;209798;203760;1;33572;44113;1.7387670;9.6650860;1.6557820
11;238;13932;182;1116;60;81;250804;124060;20060;335243;216375;1;597278;611209;5.5056180;8.1862170;15.3612760
9;791;4594;741;2;184;5092;56911;16100;5984;58623;16956;1;1830240;1834833;1.8596980;1.7718060;102.0284890
7;590;16736;293;216;1;304;159132;64893;20956;227845;35253;1;3332838;3349573;5.0003900;5.6741760;205.1131630
11;670;1881;949;377;188;30;37931;38801;2566;23103;24936;1;231207;233087;1.6173250;1.0896790;9.6817180
12;181;15950;794;3191;509;44;285587;148691;16768;386631;308658;1;353587;369536;5.8229720;9.1944620;8.7326940
5;782;14672;705;471;1;145;228662;163970;22546;209401;49845;1;6475455;6490126;9.3557100;7.2935010;489.6451890
5;355;15318;247;492;1;145;148000;76527;23518;215109;45372;1;2624027;2639344;6.4017670;7.0568790;101.8889300
16;906;4119;297;2471;1;4;8236;14412;8190;49272;73908;1;4118;8236;1.0097410;3.7718950;0.4028650
13;958;2045;656;818;613;12;9859;11885;2202;22700;30900;1;10344;12388;0.6579550;1.3999140;0.5164640
6;865;17655;511;227;1;322;188033;89431;23012;244282;41457;1;5877650;5895304;7.3858980;7.5345940;495.2435790
8;878;4635;665;2;186;5051;56446;15395;5948;58182;16263;1;1710106;1714740;1.7927180;1.9479030;101.2206560
13;151;7590;715;3036;3791;1;24175;31764;8220;130025;137874;1;24175;31764;0.6695120;3.3140320;0.7629020
13;508;9316;957;1864;2794;1;35154;44469;16408;175469;179118;1;35154;44469;1.6350540;7.9156140;1.8711010
2;411;14340;917;460;1;172;153100;112592;20178;218822;215763;1;6919907;6934246;5.6938250;9.2191330;301.9594820
3;818;13721;841;440;1;160;199288;137569;23368;214392;147255;1;6948391;6962111;8.5894360;10.0731160;546.0686850
13;627;5437;672;2176;1630;1;27174;32610;8212;80779;96492;1;27174;32610;1.2246350;4.0497280;1.1787420
7;929;1150;821;231;1;31;40914;38651;1874;14748;7428;1;275052;276201;1.8406800;0.5751790;14.5987390
2;773;2828;491;567;1;34;60665;54552;4640;37420;34977;1;648557;651384;2.6383890;1.6885780;31.0745440
7;521;5240;272;420;1;70;70195;52236;6392;64053;12732;1;911454;916693;2.5615640;1.4877990;38.9914130
9;131;5326;709;2;85;5790;66212;17172;6764;68090;18111;1;2117158;2122483;1.2397800;1.2844510;45.2867500
9;426;16048;782;207;1;328;199298;111031;19350;220709;39522;1;7851911;7867958;6.3548790;5.4837210;367.9462550
15;141;19026;677;11414;1;4;38050;66587;32766;262246;393369;1;19025;38050;1.2625580;7.9311980;0.7109200
8;871;17087;686;220;1;304;203973;111834;21078;234373;40848;1;7495390;7512476;7.9751570;6.9986310;646.5792040
